Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted,MntTotal
2,25545.0,35,32,1,64,16,12,85,3,2,2,3,6,0,1,34,3861.0866019844907,3,0,242
2,32880.0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,35,3774.0866019844907,3,0,50
4,77863.0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,63,3416.0866019844907,2,0,2172
3,50353.0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,44,3223.0866019844907,2,0,583
2,61839.0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,57,3888.0866019844907,1,0,2895
4,49154.0,69,206,10,67,30,27,71,6,4,1,8,6,0,0,61,3440.0866019844907,4,0,617
1,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,46,3701.0866019844907,2,0,683
2,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,52,3486.0866019844907,2,0,1787
3,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,0,44,3213.0866019844907,4,1,949
2,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,59,3633.0866019844907,4,0,372
2,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,39,3579.0866019844907,2,0,57
3,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,70,3646.0866019844907,3,0,491
2,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,54,3364.0866019844907,3,0,174
2,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,1,54,3336.0866019844907,1,1,1526
1,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,69,3527.0866019844907,3,0,331
3,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,40,3390.0866019844907,2,0,95
1,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,44,3436.0866019844907,3,0,55
2,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,52,3894.0866019844907,2,0,264
4,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,37,3780.0866019844907,2,0,658
4,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,39,3528.0866019844907,2,2,3397
2,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,45,3592.0866019844907,3,0,860
1,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,31,3315.0866019844907,3,0,49
2,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,1,57,3375.0866019844907,1,0,2016
2,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,41,3410.0866019844907,3,0,176
2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,1,53,3356.0866019844907,4,1,83
3,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,48,3294.0866019844907,4,0,38
1,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,58,3292.0866019844907,3,0,69
2,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,1,32,3284.0866019844907,2,1,97
4,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,50,3344.0866019844907,2,0,984
2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,58,3639.0866019844907,2,0,192
3,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,1,72,3437.0866019844907,2,0,1187
2,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,69,3857.0866019844907,4,0,330
4,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,43,3687.0866019844907,2,0,1103
2,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,39,3652.0866019844907,2,1,2329
1,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,51,3532.0866019844907,2,0,71
2,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,62,3605.0866019844907,3,4,3449
2,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,43,3495.0866019844907,3,0,108
2,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,41,3580.0866019844907,1,0,1821
3,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,50,3571.0866019844907,3,0,1260
1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,51,3367.0866019844907,3,0,1018
4,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,58,3438.0866019844907,2,0,505
4,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,71,3224.0866019844907,3,0,454
2,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,59,3773.0866019844907,2,0,1812
3,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,70,3497.0866019844907,4,0,17
2,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,42,3561.0866019844907,2,0,35
2,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,51,3771.0866019844907,4,0,29
2,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,47,3857.0866019844907,3,0,467
4,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,53,3355.0866019844907,4,0,70
1,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,43,3491.0866019844907,2,0,228
4,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,51,3534.0866019844907,3,0,479
3,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,40,3472.0866019844907,3,0,87
4,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,44,3716.0866019844907,3,3,2280
2,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,53,3291.0866019844907,4,0,299
2,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,51,3512.0866019844907,4,0,58
4,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,55,3488.0866019844907,4,0,131
3,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,65,3557.0866019844907,4,0,372
4,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,0,47,3798.0866019844907,4,1,418
2,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,70,3670.0866019844907,3,0,714
1,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,54,3454.0866019844907,4,0,56
3,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,70,3642.0866019844907,2,0,180
2,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,38,3289.0866019844907,3,0,101
1,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,50,3274.0866019844907,4,0,94
2,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,66,3846.0866019844907,1,3,2927
3,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,60,3490.0866019844907,3,0,875
2,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,0,66,3245.0866019844907,3,1,872
2,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,62,3515.0866019844907,2,0,63
4,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,1,1,37,3827.0866019844907,2,0,100
3,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,0,1,46,3766.0866019844907,2,2,2903
3,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,56,3433.0866019844907,1,0,1770
2,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,44,3352.0866019844907,3,0,61
4,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,49,3493.0866019844907,2,0,512
3,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,1,46,3485.0866019844907,3,0,75
2,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,52,3813.0866019844907,2,0,83
3,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,52,3455.0866019844907,4,0,49
1,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,43,3592.0866019844907,3,0,67
2,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,40,3883.0866019844907,3,0,110
2,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,60,3695.0866019844907,2,0,78
2,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,61,3869.0866019844907,3,0,1345
2,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,66,3487.0866019844907,1,0,1551
4,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,73,3769.0866019844907,4,0,1004
3,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,55,3721.0866019844907,4,0,209
3,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,1,35,3749.0866019844907,2,0,301
2,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,48,3340.0866019844907,2,0,122
2,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,65,3677.0866019844907,4,0,33
0,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,46,3813.0866019844907,3,0,53
2,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,56,3255.0866019844907,2,1,1603
3,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,52,3516.0866019844907,1,0,369
3,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,77,3548.0866019844907,1,0,428
0,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,48,3767.0866019844907,3,0,39
2,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,54,3446.0866019844907,5,0,62
4,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,1,52,3799.0866019844907,1,0,1271
2,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,47,3540.0866019844907,4,0,588
3,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,56,3621.0866019844907,4,0,62
4,162397.0,31,85,1,16,2,1,2,0,0,0,1,1,0,0,45,3593.0866019844907,4,0,192
2,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,43,3670.0866019844907,3,0,47
3,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,61,3883.0866019844907,3,0,505
4,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,60,3555.0866019844907,3,0,756
2,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,50,3552.0866019844907,1,0,112
2,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,72,3313.0866019844907,1,2,1564
1,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,43,3385.0866019844907,2,0,43
1,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,66,3593.0866019844907,2,1,1371
2,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,45,3727.0866019844907,3,0,46
2,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,46,3593.0866019844907,2,0,1452
2,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,61,3848.0866019844907,3,0,2826
4,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,44,3863.0866019844907,3,0,122
2,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,44,3760.0866019844907,2,0,232
4,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,51,3424.0866019844907,3,0,2767
4,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,63,3218.0866019844907,2,0,1566
1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,51,3367.0866019844907,3,0,1018
1,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,1,61,3336.0866019844907,1,1,103
2,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,1,48,3639.0866019844907,1,0,2101
2,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,59,3313.0866019844907,4,0,30
2,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,69,3592.0866019844907,1,0,1762
2,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,59,3739.0866019844907,3,0,514
3,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,1,71,3841.0866019844907,2,0,2442
2,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,0,50,3437.0866019844907,3,1,1886
2,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,61,3834.0866019844907,3,0,1576
4,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,73,3249.0866019844907,2,0,1934
4,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,62,3748.0866019844907,2,0,2370
2,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,0,57,3620.0866019844907,2,1,791
3,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,74,3678.0866019844907,2,2,3452
4,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,50,3517.0866019844907,4,0,398
2,105471.0,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,51,3726.0866019844907,2,2,2733
3,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,51,3400.0866019844907,2,0,360
3,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,44,3239.0866019844907,3,0,1813
2,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,63,3488.0866019844907,3,0,914
3,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,61,3334.0866019844907,1,1,3008
2,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,36,3873.0866019844907,3,0,64
2,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,47,3888.0866019844907,3,0,1931
4,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,71,3279.0866019844907,3,0,97
2,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,66,3897.0866019844907,2,0,584
2,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,46,3344.0866019844907,1,0,7
2,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,68,3378.0866019844907,3,0,276
1,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,63,3847.0866019844907,2,0,255
4,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,74,3504.0866019844907,3,0,1505
4,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,0,55,3453.0866019844907,4,1,323
2,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,58,3771.0866019844907,3,0,1106
2,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,36,3429.0866019844907,3,0,25
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,46,3388.0866019844907,2,0,1509
0,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,41,3862.0866019844907,2,0,76
3,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,65,3746.0866019844907,2,0,30
2,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,62,3750.0866019844907,2,0,66
4,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,47,3611.0866019844907,3,0,34
0,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,34,3479.0866019844907,2,0,60
4,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,53,3618.0866019844907,3,0,60
1,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,50,3436.0866019844907,4,0,309
4,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,57,3537.0866019844907,3,0,1466
3,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,59,3435.0866019844907,3,0,901
2,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,51,3857.0866019844907,2,0,1400
2,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,41,3397.0866019844907,3,0,945
4,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,46,3777.0866019844907,2,0,1779
2,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,47,3240.0866019844907,4,0,12
4,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,0,1,58,3809.0866019844907,3,1,2245
2,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,42,3380.0866019844907,1,0,763
1,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,1,36,3580.0866019844907,3,1,228
4,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,41,3390.0866019844907,1,0,1029
2,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,58,3456.0866019844907,2,0,1523
2,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,54,3870.0866019844907,1,0,3206
1,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,39,3541.0866019844907,2,0,501
2,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,66,3450.0866019844907,3,0,373
2,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,54,3394.0866019844907,2,0,1711
4,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,45,3681.0866019844907,2,0,1061
4,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,49,3857.0866019844907,1,0,3013
4,160803.0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,39,3896.0866019844907,2,0,1772
4,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,32,3246.0866019844907,2,2,2106
4,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,52,3474.0866019844907,2,0,1304
4,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,1,61,3835.0866019844907,2,1,952
2,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,51,3510.0866019844907,1,0,1423
3,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,63,3554.0866019844907,3,0,337
0,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,69,3441.0866019844907,2,0,31
3,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,1,72,3598.0866019844907,3,0,188
3,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,60,3540.0866019844907,4,0,218
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,26,3297.0866019844907,1,0,27
4,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,1,72,3649.0866019844907,3,0,77
2,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,60,3440.0866019844907,1,0,909
2,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,61,3283.0866019844907,2,1,1438
2,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,48,3487.0866019844907,2,0,1055
2,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,43,3311.0866019844907,4,0,826
2,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,0,43,3340.0866019844907,2,1,2362
3,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,33,3263.0866019844907,1,3,2805
3,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,53,3387.0866019844907,2,0,299
2,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,35,3737.0866019844907,3,2,2099
4,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,51,3204.0866019844907,2,0,80
2,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,70,3647.0866019844907,2,0,1174
4,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,0,73,3422.0866019844907,3,1,1660
3,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,1,50,3737.0866019844907,3,1,82
2,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,35,3554.0866019844907,3,0,19
3,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,56,3818.0866019844907,2,0,1567
2,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,46,3696.0866019844907,2,0,118
2,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,68,3613.0866019844907,2,0,895
2,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,39,3528.0866019844907,3,0,332
4,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,46,3771.0866019844907,2,0,2260
1,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,1,61,3846.0866019844907,1,1,1497
2,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,43,3705.0866019844907,3,0,57
2,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,51,3657.0866019844907,2,0,1625
2,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,63,3294.0866019844907,3,0,29
3,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,56,3759.0866019844907,3,0,1635
2,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,67,3625.0866019844907,2,0,1393
4,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,37,3239.0866019844907,3,0,22
2,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,56,3703.0866019844907,2,0,2544
2,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,1,45,3899.0866019844907,3,1,78
2,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,55,3223.0866019844907,3,0,119
2,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,66,3420.0866019844907,2,1,1825
3,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,45,3357.0866019844907,1,0,1321
3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,56,3463.0866019844907,5,0,703
2,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,30,3642.0866019844907,2,1,1248
4,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,72,3477.0866019844907,3,0,19
4,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,68,3893.0866019844907,4,0,829
2,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,43,3584.0866019844907,4,0,934
4,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,73,3458.0866019844907,4,0,428
2,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,0,0,48,3465.0866019844907,3,3,2598
2,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,72,3263.0866019844907,2,3,2644
2,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,48,3659.0866019844907,3,0,1767
3,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,69,3228.0866019844907,3,0,472
0,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,32,3670.0866019844907,3,0,18
2,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,52,3891.0866019844907,3,0,1847
4,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,68,3665.0866019844907,2,0,2047
3,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,65,3682.0866019844907,4,0,136
4,48767.0,79,28,1,21,3,0,10,3,2,1,3,5,0,0,71,3381.0866019844907,4,0,91
1,38702.0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,43,3534.0866019844907,3,0,122
2,82224.0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,57,3357.0866019844907,2,1,1209
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,69,3615.0866019844907,2,1,2475
1,17003.0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,46,3404.0866019844907,3,0,40
2,71163.0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,26,3314.0866019844907,1,0,1243
2,33697.0,34,4,3,7,0,3,11,1,1,0,2,7,0,0,51,3489.0866019844907,2,1,32
1,63564.0,0,769,80,252,15,34,65,1,10,10,7,6,0,1,67,3353.0866019844907,2,1,1984
4,83443.0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,49,3382.0866019844907,2,0,2015
4,51518.0,92,350,8,66,17,4,4,2,3,2,10,3,0,0,63,3471.0866019844907,3,0,799
2,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,46,3388.0866019844907,2,0,1509
2,80952.0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,52,3688.0866019844907,2,3,2535
2,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,42,3260.0866019844907,2,0,2149
1,63855.0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,43,3707.0866019844907,2,0,1365
4,62220.0,55,799,12,375,16,12,12,5,7,6,5,6,0,1,49,3889.0866019844907,3,0,2025
2,58512.0,25,895,10,101,13,0,152,5,3,4,8,8,0,0,57,3485.0866019844907,3,0,2066
3,40662.0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,42,3673.0866019844907,3,0,132
4,38829.0,86,76,0,7,0,0,16,1,3,2,2,5,0,0,62,3286.0866019844907,3,0,175
1,35523.0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,40,3471.0866019844907,3,0,77
2,79146.0,33,245,16,223,21,43,16,2,8,1,8,6,0,0,54,3268.0866019844907,3,0,809
3,78285.0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,33,3446.0866019844907,2,0,2074
4,31626.0,12,39,1,9,2,1,34,1,2,1,2,7,0,1,43,3617.0866019844907,2,1,125
2,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,69,3240.0866019844907,1,0,1036
2,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,66,3630.0866019844907,3,0,380
2,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,44,3858.0866019844907,2,0,2456
2,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,34,3864.0866019844907,2,0,1959
1,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,56,3503.0866019844907,3,0,226
3,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,65,3601.0866019844907,3,0,751
2,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,42,3563.0866019844907,3,0,938
4,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,70,3401.0866019844907,2,0,2301
2,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,1,56,3633.0866019844907,3,0,1046
2,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,49,3644.0866019844907,4,0,120
4,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,64,3770.0866019844907,3,0,244
2,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,68,3682.0866019844907,4,0,29
4,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,56,3505.0866019844907,2,0,163
4,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,63,3356.0866019844907,2,0,1838
3,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,66,3395.0866019844907,3,0,69
2,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,50,3492.0866019844907,2,0,2047
4,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,47,3287.0866019844907,1,0,1642
2,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,45,3278.0866019844907,4,0,35
2,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,51,3251.0866019844907,2,0,27
2,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,49,3304.0866019844907,3,0,25
2,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,49,3578.0866019844907,3,0,44
0,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,35,3810.0866019844907,3,0,61
3,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,61,3336.0866019844907,4,0,65
4,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,1,53,3745.0866019844907,2,1,1137
